question_id,status,message,gt_message
AQ1017,SUCCESS,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R115445>	""F1 score""^^<http://www.w3.org/2001/XMLSchema#string>
","?metric	?metric_lbl
<http://orkg.org/orkg/resource/R115445>	""F1 score""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1956,SUCCESS,"?code
""https://github.com/allenai/scitldr""^^<http://www.w3.org/2001/XMLSchema#string>
","?code
""https://github.com/allenai/scitldr""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2287,NULL,null,null
AQ2293,SUCCESS,"?code
""https://github.com/170928/-Review-Dueling-Deep-Q-Network""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/1jsingh/rl_navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/abryeemessi/Wednesday""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Adrelf/DRL-navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/alessandrositta/Flatland_challenge""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/atavakol/action-branching-agents""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/austinsilveria/Banana-Collection-DQN""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/botforge/simplementation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Brandon-Rozek/DeepRL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/BY571/DQN-Atari-Agents""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/chainer/chainerrl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/cocolico14/N-step-Dueling-DDQN-PER-Pacman""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/eddynelson/dqn""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/FaboNo/DRLND""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/facebookresearch/Horizon""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/facebookresearch/ReAgent""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/fengsterooni/dql""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/gouxiangchen/dueling-DQN-pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/guillaumeboniface/bananaland""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/hemilpanchiwala/Dueling_Network_Architectures""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/hemilpanchiwala/Dueling-Network-Architectures""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/HussonnoisMaxence/RL_Algorithms""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/iDataist/Navigation-with-Deep-Q-Network""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/JBGUIMBAUD/deep-reenforcement-learning""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/jezzarax/drlnd_p1_navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/jsztompka/DuelDQN""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/JuliaPOMDP/DeepQLearning.jl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/KDL-umass/saliency_maps""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/kmdanielduan/DQN_Family_PyTorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/kshitij-ingale/Reinforcement-Learning""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/ku2482/sac-discrete.pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/la3lma/Chez""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/la3lma/chezjulia""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/lab-ml/nn""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/manvibharat/Stock-price-pridiction-using-Deep-reienforcement-learning""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/marload/DeepRL-TensorFlow2""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/MEOWMEOW114/nd893-p1-navigation-banana""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/mightypirate1/DRL-Tetris""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/mohit8935/Deep-Q-Learning-Paper""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/nathanin/pad""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/nbopardi/smb""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/NervanaSystems/coach""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/OMS1996/Carla_The_RL_Self-Driving-Car""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/opplieam/Pong-Deep-RL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/philtabor/Deep-Q-Learning-Paper-To-Code""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/prajwalgatti/DRL-Continuous-Control""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/prajwalgatti/DRL-Navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/R-Sweke/DeepQ-Decoding""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/rybread1/deep-rl-trex""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/rybread1/DeepRlTrex""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/SayhoKim/tetrisRL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/shashwatsaxena571/DRL-navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/shehrum/RL_Navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Sirorezka/DeepRL_modules""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/tensorpack/tensorpack/tree/master/examples/DeepQNetwork""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/utarumo/RL_implementation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/wtingda/DeepRLBreakout""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/ZainRaza14/deepRL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/zynk13/dueling-dqn-Reinforcement-learning""^^<http://www.w3.org/2001/XMLSchema#string>
","?code
""https://github.com/170928/-Review-Dueling-Deep-Q-Network""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/1jsingh/rl_navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/abryeemessi/Wednesday""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Adrelf/DRL-navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/alessandrositta/Flatland_challenge""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/atavakol/action-branching-agents""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/austinsilveria/Banana-Collection-DQN""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/botforge/simplementation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Brandon-Rozek/DeepRL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/BY571/DQN-Atari-Agents""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/chainer/chainerrl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/cocolico14/N-step-Dueling-DDQN-PER-Pacman""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/eddynelson/dqn""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/FaboNo/DRLND""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/facebookresearch/Horizon""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/facebookresearch/ReAgent""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/fengsterooni/dql""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/gouxiangchen/dueling-DQN-pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/guillaumeboniface/bananaland""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/hemilpanchiwala/Dueling_Network_Architectures""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/hemilpanchiwala/Dueling-Network-Architectures""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/HussonnoisMaxence/RL_Algorithms""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/iDataist/Navigation-with-Deep-Q-Network""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/JBGUIMBAUD/deep-reenforcement-learning""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/jezzarax/drlnd_p1_navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/jsztompka/DuelDQN""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/JuliaPOMDP/DeepQLearning.jl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/KDL-umass/saliency_maps""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/kmdanielduan/DQN_Family_PyTorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/kshitij-ingale/Reinforcement-Learning""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/ku2482/sac-discrete.pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/la3lma/Chez""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/la3lma/chezjulia""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/lab-ml/nn""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/manvibharat/Stock-price-pridiction-using-Deep-reienforcement-learning""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/marload/DeepRL-TensorFlow2""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/MEOWMEOW114/nd893-p1-navigation-banana""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/mightypirate1/DRL-Tetris""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/mohit8935/Deep-Q-Learning-Paper""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/nathanin/pad""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/nbopardi/smb""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/NervanaSystems/coach""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/OMS1996/Carla_The_RL_Self-Driving-Car""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/opplieam/Pong-Deep-RL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/philtabor/Deep-Q-Learning-Paper-To-Code""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/prajwalgatti/DRL-Continuous-Control""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/prajwalgatti/DRL-Navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/R-Sweke/DeepQ-Decoding""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/rybread1/deep-rl-trex""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/rybread1/DeepRlTrex""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/SayhoKim/tetrisRL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/shashwatsaxena571/DRL-navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/shehrum/RL_Navigation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Sirorezka/DeepRL_modules""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/tensorpack/tensorpack/tree/master/examples/DeepQNetwork""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/utarumo/RL_implementation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/wtingda/DeepRLBreakout""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/ZainRaza14/deepRL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/zynk13/dueling-dqn-Reinforcement-learning""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1639,ERROR,Invalid SPARQL query: Variable ?model is selected but not aggregated. All non-aggregated variables must be part of the GROUP BY clause. Note: The GROUP BY in this query is implicit because an aggregate expression was used in the SELECT clause,"?model	?model_lbl
<http://orkg.org/orkg/resource/R123293>	""CURL""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0533,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R129632>	""Transfer Learning in Biomedical Natural Language Processing: An Evaluation of BERT and ELMo on Ten Benchmarking Datasets""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1163,SUCCESS,"?metric	?metric_lbl	?value
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>	""51.5""^^<http://www.w3.org/2001/XMLSchema#string>
","?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>	""51.5""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2318,NULL,null,"?code
""https://github.com/lili-chen/SEER""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0282,SUCCESS,"?model	?model_lbl
<http://orkg.org/orkg/resource/R119888>	""MAC""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R123322>	""SAC""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124890>	""C51 noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124891>	""Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124892>	""Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124894>	""Prior noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124895>	""Prior hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124897>	""DDQN (tuned) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124898>	""DDQN (tuned) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124900>	""DDQN+Pop-Art noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124901>	""Gorila""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124902>	""Bootstrapped DQN""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124905>	""Recurrent Rational DQN Average""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124906>	""DARQN soft""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124907>	""Rational DQN Average""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124908>	""DQN noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124911>	""DQN hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124912>	""A2C + SIL""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124913>	""A3C FF hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124914>	""A3C FF (1 day) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124915>	""DDRL A3C""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124916>	""POP3D""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124918>	""DQN Best""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124919>	""Prior+Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124920>	""ES FF (1 hour) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124921>	""A3C LSTM hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124922>	""Prior+Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124927>	""IDVQ + DRSC + XNES""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124932>	""FQF""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124948>	""MFEC""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124950>	""Rainbow""^^<http://www.w3.org/2001/XMLSchema#string>
","?model	?model_lbl
<http://orkg.org/orkg/resource/R119888>	""MAC""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R123322>	""SAC""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124890>	""C51 noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124891>	""Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124892>	""Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124894>	""Prior noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124895>	""Prior hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124897>	""DDQN (tuned) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124898>	""DDQN (tuned) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124900>	""DDQN+Pop-Art noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124901>	""Gorila""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124902>	""Bootstrapped DQN""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124905>	""Recurrent Rational DQN Average""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124906>	""DARQN soft""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124907>	""Rational DQN Average""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124908>	""DQN noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124911>	""DQN hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124912>	""A2C + SIL""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124913>	""A3C FF hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124914>	""A3C FF (1 day) hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124915>	""DDRL A3C""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124916>	""POP3D""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124918>	""DQN Best""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124919>	""Prior+Duel hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124920>	""ES FF (1 hour) noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124921>	""A3C LSTM hs""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124922>	""Prior+Duel noop""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124927>	""IDVQ + DRSC + XNES""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124932>	""FQF""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124948>	""MFEC""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124950>	""Rainbow""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1361,SUCCESS,"?metric	?value
<http://orkg.org/orkg/resource/R114881>	""14.3""^^<http://www.w3.org/2001/XMLSchema#string>
","?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R114881>	""Mean Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>	""14.3""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0056,SUCCESS,"?model	?model_lbl
<http://orkg.org/orkg/resource/R129405>	""BiTT: Bidirectional Tree Tagging for Joint Extraction of Overlapping Entities and Relations""^^<http://www.w3.org/2001/XMLSchema#string>
","?model	?model_lbl
<http://orkg.org/orkg/resource/R116610>	""BiTT""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0042,SUCCESS,"?model	?model_lbl
<http://orkg.org/orkg/resource/R126124>	""VGG8B + LocalLearning + CO""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126151>	""ANODE""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126152>	""Zhao et al. (2015) (auto-encoder)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126153>	""ProjectionNet""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126154>	""Weighted Tsetlin Machine""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126155>	""Tsetlin Machine""^^<http://www.w3.org/2001/XMLSchema#string>
","?model	?model_lbl
<http://orkg.org/orkg/resource/R126124>	""VGG8B + LocalLearning + CO""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126151>	""ANODE""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126152>	""Zhao et al. (2015) (auto-encoder)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126153>	""ProjectionNet""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126154>	""Weighted Tsetlin Machine""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R126155>	""Tsetlin Machine""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1176,ERROR,Invalid SPARQL query: Variable ?metric is selected but not aggregated. All non-aggregated variables must be part of the GROUP BY clause. Note: The GROUP BY in this query is implicit because an aggregate expression was used in the SELECT clause,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>	""92.5%""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1638,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R123293>	""CURL""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2457,NULL,null,null
